user_id,order_ave
5.56673E+11,405
5.94167E+11,405
6.20699E+11,405
7.14809E+11,405
3.87361E+11,405
3.9854E+11,405
2.37908E+11,405
6.87046E+11,405
8.77103E+11,405
59433856007,405
7.47227E+11,405
5.91958E+11,405
7.64003E+11,405
7.47849E+11,405
1.71308E+11,405
1.98598E+11,405
22672513569,405
95999267196,405
9.6936E+11,405
7.30668E+11,405
5.90437E+11,405
9.47208E+11,405
2.92724E+11,405
7.14887E+11,405
8.93709E+11,405
6.61643E+11,405
5.90764E+11,405
4.23795E+11,405
1.80713E+11,405
9.44409E+11,405
8.11765E+11,405
4.20146E+11,405
2.68771E+11,405
5.39064E+11,405
33248865440,405
1.33584E+11,405
1.48467E+11,405
7.69542E+11,405
93323319155,405
2.97177E+11,405
9.4465E+11,405
8.2874E+11,405
8.0621E+11,405
9.24119E+11,405
5.37749E+11,405
8.62847E+11,403
2.44712E+11,398
8.83083E+11,398
5.2369E+11,398
4.87575E+11,398
6.16908E+11,398
4.79194E+11,398
9.14746E+11,398
2.37926E+11,398
4.5445E+11,398
3.05439E+11,398
2.3392E+11,397
8.66067E+11,396
3.66452E+11,394.75
4.95951E+11,393
6.94622E+11,392
5.30559E+11,391.6667
6.7929E+11,390
8.53119E+11,390
2.68242E+11,390
3.87615E+11,390
9.71578E+11,390
1.36374E+11,390
9.67853E+11,390
1.96506E+11,389
3.96038E+11,388
2.09814E+11,386
4.7504E+11,385
5.61271E+11,383
1.98887E+11,382.5714
3.66614E+11,380.5714
9.06162E+11,380.5
5.20797E+11,380
3.90922E+11,378
6.25254E+11,375
6.8104E+11,375
6.36653E+11,375
5.35851E+11,374
4.06592E+11,371.75
8.44508E+11,371
1.89896E+11,371
2.9565E+11,371
1.30061E+11,371
5.3611E+11,371
1.11566E+11,371
8.91818E+11,371
5.98339E+11,371
6.78985E+11,371
1.42465E+11,371
3.84701E+11,371
5.30766E+11,371
2.72489E+11,371
1.63556E+11,371
8.76094E+11,371
8.06958E+11,371
8.26376E+11,371
3.79905E+11,371
1.7882E+11,369
79219246225,369
4.62005E+11,365.4
6.70652E+11,365
4.02835E+11,360
3.4682E+11,360
9.46916E+11,359
9.65382E+11,356
3.9198E+11,356
5.98124E+11,355
7499059191,355
4.49744E+11,355
2.19725E+11,355
9.77547E+11,355
8.1501E+11,355
8.03716E+11,355
42831281802,355
1.33351E+11,355
5.72599E+11,355
6.0943E+11,355
19906805513,355
4.78722E+11,355
2.15567E+11,355
6.26852E+11,355
7.94256E+11,355
85607638985,355
1.37577E+11,355
5.18212E+11,355
2.22214E+11,355
8.0706E+11,355
1.42185E+11,355
7.56989E+11,355
2.35161E+11,355
6.96562E+11,355
2.82035E+11,355
9.66964E+11,355
2.11973E+11,355
7.57747E+11,355
5.24535E+11,355
2.16825E+11,355
8.01584E+11,355
4.76872E+11,355
2.72096E+11,355
3.39593E+11,355
4.46768E+11,355
7.78389E+11,355
2.23803E+11,355
8.12715E+11,355
6.54707E+11,355
49656788991,355
4.0809E+11,355
7.6888E+11,355
5.46311E+11,355
8.8359E+11,355
7.64258E+11,355
4.74654E+11,355
4.46784E+11,355
5.9777E+11,355
6.93146E+11,355
3.90335E+11,355
8.14309E+11,355
1450668622,355
1.6082E+11,355
2.77401E+11,355
8.1014E+11,355
8.13929E+11,355
1.80153E+11,355
3.70013E+11,355
6.27197E+11,355
1.30731E+11,355
9.06009E+11,355
9.92721E+11,355
3.41302E+11,355
4.33466E+11,355
2.76156E+11,355
3.61752E+11,355
4.03717E+11,355
1.67692E+11,355
3.33326E+11,355
2.74727E+11,355
5.77123E+11,355
24176664020,355
3.57493E+11,355
42490255031,355
8.32972E+11,355
3.90186E+11,355
6.78496E+11,352.5
4.51207E+11,352.5
4.06156E+11,351
7.64791E+11,348
5.58709E+11,347
6.38822E+11,345.3333
9.83598E+11,345
9.72172E+11,345
8.02538E+11,345
6.63333E+11,345
4.98229E+11,345
9.95799E+11,345
7.05221E+11,345
8.03754E+11,345
4.24835E+11,345
7.10101E+11,345
7.54632E+11,345
4.7494E+11,345
8.5844E+11,345
8.3472E+11,345
5.86605E+11,345
1.59215E+11,345
9.50956E+11,345
4.78113E+11,345
3.93928E+11,345
3.48595E+11,345
1.88828E+11,345
3.5346E+11,345
2.22005E+11,345
2.66686E+11,345
7.59839E+11,345
8.50535E+11,345
1.44112E+11,345
4.95795E+11,345
8.32366E+11,345
9.65202E+11,345
39907114193,344
6.75269E+11,344
3.41793E+11,343
1042920791,343
6.75721E+11,339.25
1.0712E+11,337
33950529655,336
6.26872E+11,335
5.75766E+11,334
1.40495E+11,333.3333
9.69894E+11,333
9.48825E+11,333
69188242364,333
8.67662E+11,333
9.02685E+11,329
6.56164E+11,327
9.40817E+11,327
6.49347E+11,327
3.52001E+11,327
9.01242E+11,327
3.35335E+11,327
9.00817E+11,327
6.57622E+11,327
9.64604E+11,327
97884967338,327
5.66621E+11,327
6.69436E+11,327
7.24719E+11,327
6.08708E+11,327
9685347839,324.5
8.83156E+11,323.3333
8.0875E+11,323
9.24261E+11,323
7.70964E+11,323
6.10921E+11,323
7.67947E+11,323
1.01428E+11,323
2.82464E+11,323
3.95117E+11,323
72340462154,323
86384691562,323
86604887632,323
1.90197E+11,323
11392507105,323
7.93833E+11,323
9.79747E+11,323
6.86228E+11,323
6.02452E+11,323
7.20432E+11,323
1.18672E+11,323
8.34986E+11,323
2.38616E+11,323
9.16467E+11,323
7.54115E+11,323
7.61579E+11,323
8.04485E+11,323
9.15525E+11,323
4.92697E+11,323
8.95463E+11,323
3.9864E+11,323
3.81537E+11,323
4.73541E+11,323
4.83653E+11,323
7.70823E+11,323
35051699891,322.5
9.99854E+11,322.5
5.737E+11,322.5
64055437279,322.5
6.02235E+11,322.5
9.0266E+11,322.5
9.60466E+11,322
4.99293E+11,320
9787777411,320
2.15424E+11,318
99721773894,317.5
59036960645,316.6667
6.25518E+11,316.25
9.1236E+11,316
9.29834E+11,316
2.87489E+11,316
4617550348,316
7.33858E+11,316
9.04504E+11,316
9.40905E+11,316
7.15536E+11,316
9.22777E+11,316
5.68168E+11,316
8.92177E+11,316
9.55522E+11,316
9.49628E+11,316
4.63514E+11,316
59724479390,316
1.94857E+11,316
4.63838E+11,316
2.64843E+11,316
7.46156E+11,316
6.90311E+11,316
8.37332E+11,316
2.63441E+11,316
1.24412E+11,316
5.74419E+11,316
9.83892E+11,316
5.08824E+11,316
3.17779E+11,316
56162043888,315.3333
56558014131,315
8.86039E+11,315
6.53842E+11,315
8.66154E+11,312
4.92842E+11,312
6.37189E+11,311.4
3.37166E+11,311
1.96303E+11,310
8.70582E+11,309.3333
5.32487E+11,309
2.50876E+11,308
4.41753E+11,308
4.81458E+11,307
1.60812E+11,307
4.9875E+11,307
5.25011E+11,306.25
1.47153E+11,304
8.02492E+11,303.75
8.62183E+11,303.6
1.80238E+11,303.6
59508416683,303.5
9.44357E+11,302
1.74883E+11,301.5
5.3838E+11,300.5
7.38251E+11,300
74284938043,299
83024980898,298.6667
3.41428E+11,297.6667
7.90295E+11,297
1.23443E+11,297
3.45618E+11,295.5
1.21082E+11,295
7.9103E+11,292.3333
8.88558E+11,292
1.80914E+11,291.5
3.89523E+11,290.5
78679107092,290.5
9.44028E+11,290
7.20568E+11,290
4.37805E+11,290
7.94737E+11,290
6.27786E+11,290
6.90073E+11,290
1.08463E+11,290
5.26587E+11,290
9.19012E+11,290
2.57879E+11,290
3.5404E+11,290
3.68433E+11,290
3.86066E+11,290
31505639701,290
5.78051E+11,290
3.07412E+11,290
9.49598E+11,290
8.99897E+11,290
3.41749E+11,290
3.09418E+11,290
6.48624E+11,290
3.44042E+11,290
97073388640,290
3.35375E+11,290
7.81033E+11,290
3.61361E+11,290
8.34298E+11,290
4.52993E+11,290
3.66495E+11,290
5.45395E+11,290
2.57596E+11,290
2.48097E+11,290
4.22543E+11,290
7.74145E+11,290
52135941324,290
6.59439E+11,290
6.88154E+11,290
2.76393E+11,290
5.66202E+11,290
6.50199E+11,290
79539705956,290
1.38147E+11,290
6.14005E+11,290
4.5146E+11,290
5.7343E+11,290
73822418969,290
1.88578E+11,290
1.97019E+11,290
7.60963E+11,290
4.31719E+11,290
4.83634E+11,288
3.11448E+11,287
9.98322E+11,286
9.25707E+11,286
1.55763E+11,286
7.71416E+11,285
9.8336E+11,285
9327598436,284.5
8.99665E+11,283.5
5.93303E+11,282
7.61385E+11,280.8
1.80248E+11,279
8.53622E+11,279
25254588621,279
1.36142E+11,279
9.9295E+11,279
4.38106E+11,279
4.86363E+11,279
1.4714E+11,279
5.03147E+11,279
5.17413E+11,279
9.95618E+11,279
4.94767E+11,279
7.56444E+11,279
7.20358E+11,279
9.18395E+11,278
9.67363E+11,278
8.81517E+11,278
1.68056E+11,278
3.09169E+11,278
4034709038,278
6.24675E+11,278
8.13703E+11,278
8.73172E+11,278
8.87824E+11,278
1.29375E+11,278
2.11983E+11,278
9.68875E+11,278
10256687355,278
35173427625,278
55036065282,278
4.19986E+11,278
4.4153E+11,278
9.01597E+11,278
6.99218E+11,278
77127368607,278
7.96982E+11,277.5
7.0113E+11,276.5
9.10747E+11,276
2.72419E+11,275.6667
3.55929E+11,275
8.89501E+11,275
5.52728E+11,275
29105570506,274
7.19992E+11,272.2
9.61425E+11,272
72481569271,272
9.51775E+11,270
7.30642E+11,270
6.10016E+11,270
9.51531E+11,269
5.45458E+11,268.25
4.63774E+11,268
9.80944E+11,268
6.75194E+11,266.6667
6.5885E+11,266.5
1.68946E+11,266
5.32016E+11,266
1.72498E+11,265.5
7.7914E+11,265
4.2461E+11,265
1.09958E+11,264.6667
3.80339E+11,264.5
1.4523E+11,263.5
6.06895E+11,263.5
7.19968E+11,263
86695820303,263
5.27245E+11,263
9.20329E+11,261.6667
7.71248E+11,261.2
8.35506E+11,260
6.60352E+11,260
7.29144E+11,259
3.83283E+11,259
3.0617E+11,258
1.8596E+11,258
5.33956E+11,258
3.76729E+11,258
1.56585E+11,258
8.8106E+11,258
9.72487E+11,258
8.30707E+11,258
6.83899E+11,258
8.63017E+11,258
4.70135E+11,258
3.0485E+11,258
7.35053E+11,258
3.87249E+11,258
9.81668E+11,258
7.73386E+11,258
5.51359E+11,258
8.41648E+11,258
3.48485E+11,258
9.46092E+11,258
3.35669E+11,258
6.94816E+11,258
9.72612E+11,258
3.18163E+11,258
34454674740,258
3.93236E+11,258
8.88817E+11,258
5.88726E+11,258
6.42584E+11,258
4.86275E+11,258
99113427935,258
6.95472E+11,258
2.64217E+11,258
3.77742E+11,258
2.22748E+11,258
5.0672E+11,258
6.7185E+11,258
77496098228,258
3.36564E+11,258
7.36596E+11,258
3.2303E+11,258
9.14364E+11,258
9.19581E+11,258
9.28709E+11,258
2.87901E+11,258
7.68071E+11,258
6.89038E+11,258
3.444E+11,258
5.1463E+11,258
1.54481E+11,258
3.02845E+11,258
5.06604E+11,258
4.43768E+11,258
7.46875E+11,258
5.14176E+11,258
1.02059E+11,258
2.01065E+11,258
2.36312E+11,258
64815361516,258
8.39373E+11,258
9.61784E+11,258
7.34372E+11,258
8.39571E+11,258
3452311502,258
3.39703E+11,258
87820357170,258
3.62691E+11,258
3.80435E+11,258
2.2906E+11,258
2.78255E+11,258
7.18118E+11,258
2.39062E+11,258
71841016684,258
4.43094E+11,258
1.99897E+11,258
2.30932E+11,258
7.32577E+11,258
9.40767E+11,258
1.14232E+11,258
3.18432E+11,258
8.3575E+11,258
9.81481E+11,258
4.86998E+11,258
3.01563E+11,257.5
6.83764E+11,257.5
1.35466E+11,257
6.56035E+11,256.3333
9.90431E+11,256.25
7.16499E+11,256
39285635434,256
3.41728E+11,254.5
8.32875E+11,254
15399855649,252
9.70445E+11,252
6.77981E+11,251
7149556260,250.6667
2725313149,250
6.79925E+11,250
4.91599E+11,250
4.45189E+11,249.6667
3.33387E+11,249.3333
1.2249E+11,248.3333
4.81801E+11,248
1.00532E+11,247.5
8.18452E+11,247.3333
9.84769E+11,247.3333
3.57577E+11,247
8.91678E+11,247
2.6842E+11,246.6667
6.62836E+11,246.6667
7.58397E+11,246.32
5.07592E+11,245.3333
6.7591E+11,245
9.50308E+11,245
48635028309,245
6.69203E+11,244.5
2.25741E+11,243.6667
2.70927E+11,243.3333
17063961450,243
7.96029E+11,242.6667
8.73445E+11,242
7.42171E+11,242
5.11292E+11,242
1.71787E+11,242
6.00198E+11,242
3.7977E+11,242
6.17515E+11,242
6.69558E+11,242
6.37154E+11,242
4.53776E+11,242
7.66091E+11,242
1.03925E+11,242
5.34675E+11,241.6667
9.20938E+11,241.5
9.79048E+11,240.2857
9.53125E+11,240
8.05329E+11,240
91359626669,239.75
8.93214E+11,239.3333
4.31745E+11,239
9.24542E+11,238
7.35964E+11,238
8.34697E+11,237.8
3.5385E+11,237.1667
9.78481E+11,237
4.43552E+11,237
5.78162E+11,237
4.21107E+11,236.8
2.22709E+11,236.6667
1.14449E+11,236.6667
5.15097E+11,236.5
1.65195E+11,236.5
78228288414,236.3333
5.31566E+11,236.3333
3.46561E+11,236
3.43938E+11,236
7.76889E+11,236
2.82657E+11,236
2.35291E+11,235.8
9.97114E+11,235
7.48574E+11,234
7.01232E+11,234
57858919652,232.3333
8.30701E+11,231.5
2.34878E+11,231.5
5.59125E+11,231
66676593272,230
7.97597E+11,230
68658104738,230
8.39507E+11,230
35940704370,230
2.969E+11,230
2.36292E+11,230
5.5034E+11,230
6.19639E+11,230
5.5639E+11,230
4.3531E+11,230
8.3729E+11,230
9.42885E+11,230
8.91758E+11,230
63128017414,229.5
3.13082E+11,229.5
6.05384E+11,229.5
4.69336E+11,227
1.94823E+11,226.8333
2.64789E+11,226.6667
9.5451E+11,226.6667
2.87347E+11,226.5
31518632631,226.3333
9.02261E+11,226
4.02248E+11,226
6.22635E+11,226
1.22468E+11,226
8754753456,226
39728364874,226
4.79006E+11,226
4.46504E+11,226
1.31159E+11,226
9.53108E+11,226
8.69678E+11,226
4.51611E+11,226
2.24538E+11,226
4.80368E+11,226
6.81931E+11,226
6.9189E+11,226
1.95973E+11,226
9.93812E+11,226
3.53774E+11,226
2.23916E+11,226
3.28908E+11,226
9.04385E+11,226
8.41605E+11,226
6.77327E+11,226
8.61906E+11,226
4.49161E+11,226
4.86828E+11,225
3.25811E+11,225
6.41409E+11,225
7.8425E+11,225
9.07443E+11,225
33658137503,225
7792152490,225
8.94005E+11,225
5.41406E+11,225
2.02665E+11,225
2.6415E+11,225
35210766003,225
7.83509E+11,225
5.82138E+11,224.75
6.37506E+11,224
13529074479,223.3333
7.79297E+11,222.8333
2.0827E+11,221.6
7.39237E+11,221
3.3112E+11,221
6.54127E+11,221
4.26354E+11,221
5.57688E+11,220.5
3.05746E+11,220
9.09234E+11,220
4.47629E+11,219
4.38158E+11,219
1.18417E+11,219
7.97698E+11,218.5
5.89941E+11,218.3333
3.25704E+11,217.5
5.11376E+11,217
4.58963E+11,217
3.62559E+11,217
2.74874E+11,217
87889376669,216
47635545028,216
1.8939E+11,215.3333
8.46149E+11,215
4.0935E+11,215
6.2405E+11,215
2.29712E+11,215
9.38197E+11,215
6.68803E+11,215
3.68781E+11,214.2727
1.81762E+11,214
21854219358,213.5
4.15167E+11,213.5
3.76538E+11,213.5
7.49681E+11,212.5
8.93259E+11,212.5
1.42893E+11,212
3.38565E+11,212
8.68171E+11,212
12590833448,212
8.09275E+11,212
1.63447E+11,211
6.3159E+11,211
28297190061,211
8.02431E+11,210.6667
7.6944E+11,210.6667
6.38209E+11,210.6667
4.0329E+11,210.6667
7.55864E+11,210
6.91012E+11,210
3.93484E+11,210
4.91644E+11,210
9.39036E+11,210
2.58284E+11,210
9.2667E+11,210
9.33404E+11,210
5.26282E+11,210
1.03969E+11,210
3.06684E+11,210
9.74146E+11,210
62632339840,210
8.00338E+11,210
1.41908E+11,210
1.77721E+11,210
5.11619E+11,210
91218713710,210
8.51931E+11,210
9.81454E+11,210
5.93011E+11,210
7.07865E+11,210
8.59981E+11,209.6154
4.61191E+11,209.5
3.26449E+11,209.3333
1.97477E+11,208.5
6.71358E+11,208.3333
8.83025E+11,208.2857
9.24388E+11,207.5
4489249759,207.5
2.42518E+11,207.2
5.06972E+11,207
6.20793E+11,207
5.17632E+11,207
3.80785E+11,207
4.39791E+11,207
7.63928E+11,207
8.18375E+11,207
12749002040,207
5.93057E+11,207
4121801838,207
78317486497,207
9.32979E+11,207
4.72611E+11,207
6.75554E+11,207
2.10015E+11,207
5.14636E+11,207
5.702E+11,207
2.83794E+11,207
2.56422E+11,207
1.76177E+11,207
7.68671E+11,207
1.78619E+11,207
96047257989,207
2035294990,206.5
1.25075E+11,206.5
5.12329E+11,206.5
7.50487E+11,206.5
9.21261E+11,206.5
8.75268E+11,206.5
8.22297E+11,205.6667
5.11775E+11,205.5
3.27543E+11,205.5
8.83445E+11,205.5
8.79075E+11,205.3333
6.75203E+11,205.3
8.85551E+11,205
34959749149,205
12208861736,205
9.06382E+11,204.5
2.95587E+11,204.3333
3.2879E+11,204.2857
7.24314E+11,204
3.43652E+11,203.6
95224192809,203
9.24E+11,203
7.01616E+11,203
1.99356E+11,203
3.23943E+11,202.5
4.68884E+11,202.5
3.03321E+11,202.5
9.47786E+11,202.5
